Identifiant| Tissular Location | Subcellular Location | Interactans | Family name | Chain Nature 
ARI3A_HUMAN | ['Placenta', 'Placenta', 'Cervix carcinoma', 'Cervix carcinoma', 'Leukemic T-cell'] | ['Nucleus', 'Cytoplasm'] | ['EBI-624835'] | AT-rich interactive domain-containing  | chain
ARI3B_HUMAN | ['Testis', 'Brain', 'Testis', 'Cervix carcinoma', 'Leukemic T-cell'] | ['Nucleus'] | ['EBI-624835'] | AT-rich interactive domain-containing  | chain
ARI3C_HUMAN | [] | ['Nucleus'] | ['EBI-624835'] | AT-rich interactive domain-containing  | chain
ARI4A_HUMAN | ['Cervix carcinoma', 'Leukemic T-cell', 'Cervix carcinoma'] | ['Nucleus'] | ['EBI-624835'] | AT-rich interactive domain-containing  | chain
ARI4B_HUMAN | ['Synovium', 'Brain', 'Hippocampus, Kidney, Lung', 'Adipose tissue, Testis', 'Cervix carcinoma', 'Cervix carcinoma', 'Leukemic T-cell', 'Cervix carcinoma'] | ['Nucleus', 'Cytoplasm'] | ['EBI-913209'] | AT-rich interactive domain-containing  | chain
ARI5A_HUMAN | ['Foreskin fibroblast'] | ['Nucleus'] | ['EBI-930964'] | AT-rich interactive domain-containing  | chain
ARI5B_HUMAN | ['Smooth muscle, Tongue', 'Placenta, Uterus', 'Foreskin', 'Colon endothelium, Fetal kidney'] | ['Nucleus'] | ['EBI-301834'] | AT-rich interactive domain-containing  | chain
ARID2_HUMAN | ['Heart', 'Liver', 'Testis', 'Brain', 'Cervix carcinoma', 'Cervix carcinoma'] | ['Nucleus'] | ['EBI-637807', 'EBI-302489', 'EBI-358419', 'EBI-455078'] | AT-rich interactive domain-containing  | initiator methionine
ARIP4_HUMAN | ['Brain', 'Eye, Placenta', 'Cervix carcinoma', 'Cervix carcinoma', 'Leukemic T-cell', 'Cervix carcinoma'] | ['Nucleus'] | ['EBI-637807', 'EBI-302489', 'EBI-358419', 'EBI-455078'] |  | chain
ARK72_HUMAN | ['Pancreas, Skin, Uterus', 'Liver', 'Brain', 'Brain, Cajal-Retzius cell'] | ['Golgi apparatus', 'Cytoplasm'] | ['EBI-637807', 'EBI-302489', 'EBI-358419', 'EBI-455078'] | Aflatoxin aldehyde  | chain
ARK73_HUMAN | ['Liver'] | ['Cytoplasm'] | ['EBI-637807', 'EBI-302489', 'EBI-358419', 'EBI-455078'] | Aflatoxin aldehyde  | chain
ARK74_HUMAN | ['Colon', 'Uterus'] | [] | ['EBI-637807', 'EBI-302489', 'EBI-358419', 'EBI-455078'] | Aflatoxin aldehyde  | chain
ARL10_HUMAN | ['Brain'] | [] | ['EBI-637807', 'EBI-302489', 'EBI-358419', 'EBI-455078'] | ADP-ribosylation factor-like protein  | chain
ARL11_HUMAN | ['Bone marrow, Spleen', 'Tongue', 'Lymph'] | [] | ['EBI-358993'] | ADP-ribosylation factor-like protein  | initiator methionine
ARL14_HUMAN | ['Small intestine', 'Skin'] | ['Cytoplasmic vesicle'] | ['EBI-2807994'] | ADP-ribosylation factor-like protein  | initiator methionine
ARL15_HUMAN | ['Colon', 'Testis'] | [] | ['EBI-2807994'] | ADP-ribosylation factor-like protein  | chain
ARL16_HUMAN | ['Brain'] | [] | ['EBI-2807994'] | ADP-ribosylation factor-like protein  | chain
ARL17_HUMAN | ['Fetal liver', 'Bone marrow', 'Brain', 'Brain', 'Brain, Kidney, Uterus'] | ['Golgi apparatus'] | ['EBI-2807994'] | ADP-ribosylation factor-like protein  | initiator methionine
ARL1_HUMAN | ['Umbilical vein endothelial cell', 'Brain', 'Placenta, Testis', 'Retina', 'Urinary bladder'] | ['Golgi apparatus membrane'] | ['EBI-2807994'] | ADP-ribosylation factor-like protein  | initiator methionine
ARL2_HUMAN | ['Brain', 'Placenta'] | ['Mitochondrion intermembrane space', 'Cytoplasm', 'Cytoskeleton', 'Microtubule organizing center', 'Centrosome', 'Nucleus'] | ['EBI-712685', 'EBI-711260'] | ADP-ribosylation factor-like protein  | initiator methionine
ARL3_HUMAN | ['Brain', 'Thalamus', 'Skin', 'Brain, Cajal-Retzius cell', 'Cervix carcinoma'] | ['Golgi apparatus membrane', 'Cytoplasm', 'Cytoskeleton', 'Spindle', 'Nucleus', 'Microtubule organizing center', 'Centrosome', 'Cell projection', 'Cilium'] | ['EBI-712685', 'EBI-711260'] | ADP-ribosylation factor-like protein  | initiator methionine
ARL4A_HUMAN | ['Umbilical vein endothelial cell', 'Liver', 'Brain', 'Melanoma'] | ['Cell membrane', 'Cytoplasm', 'Nucleus', 'Nucleolus'] | ['EBI-712685', 'EBI-711260'] | ADP-ribosylation factor-like protein  | initiator methionine
ARL4C_HUMAN | ['Testis', 'Brain', 'Brain', 'Kidney, Ovary'] | ['Cell projection', 'Filopodium', 'Cell membrane', 'Cytoplasm'] | ['EBI-712685', 'EBI-711260'] | ADP-ribosylation factor-like protein  | initiator methionine
ARL4D_HUMAN | ['Retina', 'Ovary', 'Brain'] | ['Nucleus', 'Nucleolus', 'Cell membrane', 'Cytoplasm'] | ['EBI-712685', 'EBI-711260'] | ADP-ribosylation factor-like protein  | initiator methionine
ARL5A_HUMAN | ['Pituitary', 'Thymus', 'Brain', 'Placenta'] | [] | ['EBI-712685', 'EBI-711260'] | ADP-ribosylation factor-like protein  | initiator methionine
ARL5B_HUMAN | ['Fetal cartilage', 'Embryo', 'Prostatic adenocarcinoma'] | [] | ['EBI-712685', 'EBI-711260'] | ADP-ribosylation factor-like protein  | initiator methionine
ARL5C_HUMAN | [] | [] | ['EBI-712685', 'EBI-711260'] | Putative ADP-ribosylation factor-like  | initiator methionine
ARL6_HUMAN | ['Testis', 'Trachea', 'Testis'] | ['Cell projection', 'Cilium membrane', 'Cytoplasm', 'Cytoskeleton', 'Cilium axoneme', 'Cilium basal body'] | ['EBI-1805484'] | ADP-ribosylation factor-like protein  | initiator methionine
ARL8A_HUMAN | ['Brain', 'Caudate nucleus', 'Mammary gland', 'Placenta'] | ['Late endosome membrane', 'Lysosome membrane'] | ['EBI-1805484'] | ADP-ribosylation factor-like protein  | chain
ARL8B_HUMAN | ['Brain', 'Hippocampus, Teratocarcinoma', 'Embryonic carcinoma, Testis', 'B-cell lymphoma', 'Placenta'] | ['Late endosome membrane', 'Lysosome membrane', 'Cytoplasm', 'Cytoskeleton', 'Spindle'] | ['EBI-1805484'] | ADP-ribosylation factor-like protein  | chain
ARL9_HUMAN | [] | [] | ['EBI-1805484'] | ADP-ribosylation factor-like protein  | chain
ARLY_HUMAN | ['Liver', 'Brain, Cervix', 'Liver'] | [] | ['EBI-1805484'] |  | initiator methionine
ARM10_HUMAN | ['Hepatoma', 'Embryo', 'Mammary gland, Prostate', 'Eye', 'Cervix carcinoma', 'Liver', 'Leukemic T-cell', 'Cervix carcinoma'] | ['Endoplasmic reticulum membrane'] | ['EBI-1805484'] | Armadillo repeat-containing protein  | chain
ARM12_HUMAN | ['Testis', 'Testis'] | [] | ['EBI-1805484'] | Armadillo repeat-containing protein  | chain
ARMC1_HUMAN | ['Stomach', 'Placenta', 'Lymph node', 'Cervix carcinoma', 'Leukemic T-cell', 'Cervix carcinoma'] | [] | ['EBI-1805484'] | Armadillo repeat-containing protein  | chain
ARMC2_HUMAN | ['Amygdala, Testis', 'Testis', 'Testis'] | [] | ['EBI-1805484'] | Armadillo repeat-containing protein  | chain
ARMC3_HUMAN | ['Fetal brain', 'Testis', 'Testis', 'Testis'] | [] | ['EBI-1805484'] | Armadillo repeat-containing protein  | chain
ARMC4_HUMAN | ['Testis', 'Cerebellum', 'Testis'] | ['Cytoplasm', 'Cytoskeleton', 'Cilium axoneme', 'Cilium basal body'] | ['EBI-1805484'] | Armadillo repeat-containing protein  | chain
ARMC5_HUMAN | ['Spleen, Teratocarcinoma', 'Skin', 'Cervix carcinoma'] | [] | ['EBI-1805484'] | Armadillo repeat-containing protein  | chain
ARMC6_HUMAN | ['Hippocampus', 'Cervix, Skin', 'Embryonic kidney'] | [] | ['EBI-1805484'] | Armadillo repeat-containing protein  | chain
ARMC7_HUMAN | ['Skin', 'Cervix carcinoma'] | [] | ['EBI-1805484'] | Armadillo repeat-containing protein  | chain
ARMC8_HUMAN | ['Aorta', 'Cerebellum, Placenta, Teratocarcinoma, Tongue', 'Brain, Lung, Uterus', 'Ovarian carcinoma', 'Testis'] | [] | ['EBI-1805484'] | Armadillo repeat-containing protein  | initiator methionine
ARMC9_HUMAN | ['Esophageal carcinoma', 'Ovary, Skin', 'Brain'] | [] | ['EBI-1805484'] | LisH domain-containing protein  | chain
ARMS2_HUMAN | ['Retinal pigment epithelium'] | ['Cytoplasm'] | ['EBI-1805484'] | Age-related maculopathy susceptibility  | chain
ARMX1_HUMAN | ['Adrenal gland', 'Coronary artery', 'Uterus'] | ['Membrane'] | ['EBI-1805484'] | Armadillo repeat-containing X-linked  | chain
ARMX2_HUMAN | ['Brain', 'Placenta, Skin'] | ['Membrane'] | ['EBI-1805484'] | Armadillo repeat-containing X-linked  | chain
ARMX3_HUMAN | ['Testis', 'Kidney', 'Bone marrow', 'Brain', 'Retina', 'Skin', 'Cervix carcinoma', 'Liver', 'Leukemic T-cell'] | ['Membrane'] | ['EBI-1805484'] | Armadillo repeat-containing X-linked  | chain
ARMX4_HUMAN | ['Brain, Small intestine, Testis', 'Fetal kidney'] | ['Membrane'] | ['EBI-1805484'] | Armadillo repeat-containing X-linked  | chain
ARMX5_HUMAN | ['Esophageal carcinoma', 'Muscle, Placenta, Uterus'] | [] | ['EBI-1805484'] | Armadillo repeat-containing X-linked  | chain
ARMX6_HUMAN | ['Uterus', 'Adipose tissue'] | ['Membrane'] | ['EBI-1805484'] |  | chain
ARNT2_HUMAN | ['Brain', 'Hippocampus', 'Amygdala', 'Brain', 'Cervix carcinoma'] | ['Nucleus'] | ['EBI-1805484'] | Aryl hydrocarbon receptor  | chain
ARNT_HUMAN | ['Testis, Thalamus, Uterus', 'Aortic endothelium', 'Brain', 'Cervix carcinoma'] | ['Nucleus'] | ['EBI-80780', 'EBI-447269', 'EBI-80799', 'EBI-80830'] | Aryl hydrocarbon receptor  | initiator methionine
AROS_HUMAN | ['Mammary gland, Skin', 'Leukemic T-cell'] | ['Nucleus', 'Nucleolus'] | ['EBI-1802965'] | Active regulator of  | chain
ARP10_HUMAN | ['Hypothalamus', 'Ovary'] | ['Cytoplasm', 'Cytoskeleton'] | ['EBI-1802965'] | Actin-related protein 10  | chain
ARP19_HUMAN | ['Brain', 'Brain', 'Brain', 'Amygdala', 'Spinal cord', 'Placenta', 'Cervix carcinoma'] | ['Cytoplasm'] | ['EBI-1802965'] | cAMP-regulated phosphoprotein 19  | initiator methionine
ARP21_HUMAN | ['Brain', 'Hypothalamus', 'Amygdala', 'Hippocampus, Lung, Testis', 'Kidney', 'Leukemic T-cell', 'Leukemic T-cell'] | ['Cytoplasm'] | ['EBI-1802965'] | cAMP-regulated phosphoprotein 21  | initiator methionine
ARP2_HUMAN | ['Tongue', 'Liver', 'Skeletal muscle'] | ['Cytoplasm', 'Cytoskeleton', 'Cell projection'] | ['EBI-1802965'] | Actin-related protein  | chain
ARP3B_HUMAN | ['Embryo', 'Amygdala, Peripheral blood', 'Colon, Skin'] | ['Cytoplasm', 'Cytoskeleton', 'Cell projection'] | ['EBI-1802965'] | Actin-related protein  | initiator methionine
ARP3C_HUMAN | ['Lung', 'Fetal kidney'] | [] | ['EBI-1802965'] | Actin-related protein  | signal peptide
ARP3_HUMAN | ['Brain', 'T-cell', 'Brain, Cajal-Retzius cell'] | ['Cytoplasm', 'Cytoskeleton', 'Cell projection'] | ['EBI-2682803'] | Actin-related protein  | initiator methionine
ARP5L_HUMAN | ['Brain, Placenta', 'Fetal brain cortex', 'Cervix carcinoma', 'Cervix carcinoma'] | ['Cytoplasm', 'Cytoskeleton'] | ['EBI-2682803'] | Actin-related protein 2/3  | chain
ARP5_HUMAN | ['Brain, Cervix, Ovary'] | ['Nucleus', 'Cytoplasm'] | ['EBI-769597', 'EBI-350322', 'EBI-769345'] | Actin-related protein  | chain
ARP6_HUMAN | ['Brain', 'Pheochromocytoma', 'Mammary gland, Placenta, Tongue', 'Small intestine', 'Urinary bladder'] | ['Cytoplasm', 'Cytoskeleton', 'Nucleus'] | ['EBI-347522'] | Actin-related protein  | initiator methionine
ARP8_HUMAN | ['Brain cortex, Small intestine', 'Testis', 'Cervix carcinoma', 'Cervix carcinoma', 'Cervix carcinoma'] | ['Nucleus', 'Chromosome'] | ['EBI-769418', 'EBI-1051183'] | Actin-related protein  | chain
ARPC2_HUMAN | ['Skin', 'Platelet', 'Fetal liver', 'Brain, Cajal-Retzius cell'] | ['Cytoplasm', 'Cytoskeleton', 'Cell projection', 'Cell junction', 'Synapse', 'Synaptosome'] | ['EBI-351152', 'EBI-716775'] | Actin-related protein 2/3  | chain
ARPC3_HUMAN | ['Brain, Skin', 'Platelet', 'Leukemic T-cell'] | ['Cytoplasm', 'Cytoskeleton', 'Cell projection'] | ['EBI-351152', 'EBI-716775'] | Actin-related protein 2/3  | initiator methionine
ARPC4_HUMAN | ['Fetal brain', 'Choriocarcinoma, Prostate', 'Platelet'] | ['Cytoplasm', 'Cytoskeleton', 'Cell projection'] | ['EBI-351152', 'EBI-716775'] | Actin-related protein 2/3  | initiator methionine
ARPC5_HUMAN | ['Skin', 'Platelet'] | ['Cytoplasm', 'Cytoskeleton', 'Cell projection'] | ['EBI-351152', 'EBI-716775'] | Actin-related protein 2/3  | initiator methionine
ARPIN_HUMAN | ['Signet-ring cell carcinoma', 'Fetal brain'] | ['Cell projection', 'Lamellipodium'] | ['EBI-351152', 'EBI-716775'] |  | chain
ARRB1_HUMAN | ['Peripheral blood', 'Brain', 'Lung', 'Uterus', 'Cervix carcinoma'] | ['Cytoplasm', 'Nucleus', 'Cell membrane', 'Membrane', 'Clathrin-coated pit', 'Cell projection', 'Pseudopodium', 'Cytoplasmic vesicle'] | ['EBI-397435', 'EBI-3909604', 'EBI-4400880', 'EBI-744239', 'EBI-351506', 'EBI-447269', 'EBI-351896', 'EBI-476263', 'EBI-713543', 'EBI-346967', 'EBI-396155', 'EBI-353408', 'EBI-989143', 'EBI-1047039', 'EBI-395940', 'EBI-1055001', 'EBI-458376', 'EBI-396105', 'EBI-359854', 'EBI-765538', 'EBI-1051583'] |  | chain
ARRB2_HUMAN | ['Thyroid', 'Brain', 'Lung', 'Brain, Testis', 'Muscle, Pancreas'] | ['Cytoplasm', 'Nucleus', 'Cell membrane', 'Membrane', 'Clathrin-coated pit', 'Cytoplasmic vesicle'] | ['EBI-298707', 'EBI-397435', 'EBI-81249', 'EBI-701918', 'EBI-351886', 'EBI-351506', 'EBI-351896', 'EBI-49776', 'EBI-476263', 'EBI-959949', 'EBI-346967', 'EBI-396155', 'EBI-6248094', 'EBI-353408', 'EBI-989143', 'EBI-1047039', 'EBI-395940', 'EBI-867790', 'EBI-1055001', 'EBI-458376', 'EBI-358643', 'EBI-396105', 'EBI-359854', 'EBI-1051583'] |  | chain
ARRC_HUMAN | ['Retina', 'Retina', 'Retina', 'Eye', 'Eye'] | [] | ['EBI-743906'] |  | chain
ARRD1_HUMAN | ['Blood'] | [] | ['EBI-743906'] | Arrestin domain-containing protein  | chain
ARRD2_HUMAN | ['Synovial cell, Tongue', 'Brain', 'Brain'] | [] | ['EBI-743906'] | Arrestin domain-containing protein  | chain
ARRD3_HUMAN | ['Brain', 'Placenta', 'Uterus'] | ['Cytoplasm'] | ['EBI-948678'] | Arrestin domain-containing protein  | chain
ARRD4_HUMAN | ['Placenta, Testis'] | [] | ['EBI-948678'] | Arrestin domain-containing protein  | chain
ARRD5_HUMAN | [] | [] | ['EBI-948678'] | Arrestin domain-containing protein  | chain
ARRS_HUMAN | ['Retina', 'Retina'] | [] | ['EBI-948678'] |  | chain
ARSA_HUMAN | ['Testis', 'B-cell', 'Liver'] | ['Lysosome'] | ['EBI-948678'] |  | signal peptide
ARSB_HUMAN | ['Placenta, Testis', 'Cerebellum', 'Colon', 'Placenta', 'Liver'] | ['Lysosome'] | ['EBI-948678'] |  | signal peptide
ARSD_HUMAN | ['Kidney', 'Testis', 'Colon', 'Liver'] | ['Lysosome'] | ['EBI-948678'] |  | signal peptide
ARSE_HUMAN | ['Kidney', 'Kidney proximal tubule, Pancreas', 'Liver'] | ['Golgi apparatus', 'Golgi stack'] | ['EBI-948678'] |  | signal peptide
ARSF_HUMAN | ['Fetal brain', 'Kidney', 'Kidney'] | ['Secreted'] | ['EBI-948678'] |  | signal peptide
ARSG_HUMAN | ['Brain', 'Lung'] | ['Lysosome'] | ['EBI-948678'] |  | signal peptide
ARSH_HUMAN | [] | ['Membrane'] | ['EBI-948678'] |  | chain
ARSI_HUMAN | ['Lung'] | ['Secreted', 'Endoplasmic reticulum'] | ['EBI-948678'] |  | signal peptide
ARSJ_HUMAN | ['Chondrosarcoma'] | ['Secreted'] | ['EBI-948678'] |  | signal peptide
ARSK_HUMAN | ['Trachea', 'Brain, Testis', 'Heart', 'Leukemic T-cell'] | ['Secreted'] | ['EBI-948678'] |  | signal peptide
ARTN_HUMAN | ['Brain', 'Brain'] | ['Secreted'] | ['EBI-948678'] |  | signal peptide
ARV1_HUMAN | ['Hypothalamus', 'Uterus', 'Bone marrow', 'Testis'] | ['Membrane'] | ['EBI-948678'] |  | chain
ARVC_HUMAN | ['Cervix carcinoma', 'Leukemic T-cell', 'Cervix carcinoma'] | [] | ['EBI-948678'] | Armadillo repeat protein  | chain
ARX_HUMAN | [] | ['Nucleus'] | ['EBI-948678'] | Homeobox protein ARX  | chain
ARY1_HUMAN | ['Leukocyte', 'Liver', 'Blood', 'Lung', 'Liver'] | ['Cytoplasm'] | ['EBI-948678'] | Arylamine N-acetyltransferase  | chain
ARY2_HUMAN | ['Liver', 'Liver', 'Liver'] | ['Cytoplasm'] | ['EBI-948678'] | Arylamine N-acetyltransferase  | chain
AS3MT_HUMAN | ['Adrenal tumor'] | ['Cytoplasm'] | ['EBI-948678'] |  | chain
ASA2B_HUMAN | [] | [] | ['EBI-948678'] | Putative inactive neutral  | chain
ASA2C_HUMAN | [] | [] | ['EBI-948678'] | Putative neutral ceramidase  | chain
ASAH1_HUMAN | ['Fibroblast, Pituitary, Urine', 'Testis', 'Bone marrow, Skin', 'Plasma', 'Platelet', 'Liver'] | ['Lysosome'] | ['EBI-948678'] |  | signal peptide
ASAH2_HUMAN | [] | ['Cell membrane'] | ['EBI-948678'] |  | chain
ASAP1_HUMAN | ['Brain', 'Bone marrow', 'Brain', 'Cervix carcinoma', 'Platelet', 'Cervix carcinoma', 'Cervix carcinoma'] | ['Cytoplasm', 'Membrane'] | ['EBI-8069633', 'EBI-744027', 'EBI-886', 'EBI-351886', 'EBI-515315', 'EBI-401755', 'EBI-346340', 'EBI-389883', 'EBI-79387', 'EBI-346595', 'EBI-621482', 'EBI-3390054'] | Arf-GAP with SH3  | chain
ASAP2_HUMAN | ['Brain', 'Placenta', 'Cervix carcinoma', 'Platelet', 'Cervix carcinoma', 'Cervix carcinoma'] | ['Cytoplasm', 'Golgi apparatus', 'Golgi stack membrane', 'Cell membrane'] | ['EBI-8069633', 'EBI-401755', 'EBI-79387', 'EBI-3390054'] | Arf-GAP with SH3  | chain
ASAP3_HUMAN | ['Liver', 'Brain, Colon mucosa, Tongue', 'Brain, Testis'] | ['Cytoplasm'] | ['EBI-8069633', 'EBI-401755', 'EBI-79387', 'EBI-3390054'] | Arf-GAP with SH3  | chain
ASAS1_HUMAN | [] | [] | ['EBI-8069633', 'EBI-401755', 'EBI-79387', 'EBI-3390054'] | Putative uncharacterized protein  | chain
ASB10_HUMAN | ['Skeletal muscle'] | ['Cytoplasm', 'Nucleus'] | ['EBI-8069633', 'EBI-401755', 'EBI-79387', 'EBI-3390054'] | Ankyrin repeat and  | chain
ASB11_HUMAN | ['Liver'] | [] | ['EBI-8069633', 'EBI-401755', 'EBI-79387', 'EBI-3390054'] | Ankyrin repeat and  | chain
ASB12_HUMAN | ['Skeletal muscle', 'Brain'] | [] | ['EBI-8069633', 'EBI-401755', 'EBI-79387', 'EBI-3390054'] | Ankyrin repeat and  | chain
ASB13_HUMAN | ['Stomach', 'Uterus'] | [] | ['EBI-707595'] | Ankyrin repeat and  | chain
ASB14_HUMAN | ['Adipocyte'] | [] | ['EBI-707595'] | Ankyrin repeat and  | chain
ASB15_HUMAN | ['Tongue', 'Liver'] | [] | ['EBI-707595'] | Ankyrin repeat and  | chain
ASB16_HUMAN | ['Cerebellum, Tongue', 'Brain'] | [] | ['EBI-389883'] | Ankyrin repeat and  | chain
ASB17_HUMAN | ['Testis', 'Testis'] | [] | ['EBI-389883'] | Ankyrin repeat and  | chain
ASB18_HUMAN | ['Tongue'] | [] | ['EBI-389883'] | Ankyrin repeat and  | chain
ASB1_HUMAN | ['Placenta', 'Brain'] | [] | ['EBI-389883'] | Ankyrin repeat and  | chain
ASB2_HUMAN | ['Kidney, Stomach', 'Blood', 'Uterus'] | [] | ['EBI-1057139', 'EBI-398632'] | Ankyrin repeat and  | chain
ASB3_HUMAN | ['Embryo, Teratocarcinoma', 'Brain, Kidney, Lung'] | [] | ['EBI-1057139', 'EBI-398632'] | Ankyrin repeat and  | chain
ASB4_HUMAN | ['Adrenal cortex'] | [] | ['EBI-1057139', 'EBI-398632'] | Ankyrin repeat and  | chain
ASB5_HUMAN | ['Testis', 'Skeletal muscle'] | [] | ['EBI-1057139', 'EBI-398632'] | Ankyrin repeat and  | chain
ASB6_HUMAN | ['Blood, Brain'] | ['Cytoplasm'] | ['EBI-1057139', 'EBI-398632'] | Ankyrin repeat and  | chain
ASB7_HUMAN | ['Testis', 'Brain, Small intestine', 'Bone'] | [] | ['EBI-1057139', 'EBI-398632'] | Ankyrin repeat and  | chain
ASB8_HUMAN | ['Colon, Hippocampus', 'Cervix'] | ['Cytoplasm'] | ['EBI-1057139', 'EBI-398632'] | Ankyrin repeat and  | chain
ASB9_HUMAN | ['Testis', 'Brain', 'Cervix, Skin'] | ['Mitochondrion'] | ['EBI-357706', 'EBI-745632'] | Ankyrin repeat and  | chain
ASCC1_HUMAN | ['Cervix carcinoma', 'Astrocyte, Placenta', 'Ovary'] | ['Cytoplasm'] | ['EBI-357706', 'EBI-745632'] | Activating signal cointegrator  | chain
ASCC2_HUMAN | ['Cervix carcinoma', 'Colon, Teratocarcinoma, Thymus', 'Skin', 'Cervix carcinoma', 'Cervix carcinoma'] | [] | ['EBI-357706', 'EBI-745632'] | Activating signal cointegrator  | chain
ASCC3_HUMAN | ['Melanoma', 'Thymus', 'Skin, Testis', 'Cervix carcinoma', 'Melanoma'] | ['Nucleus', 'Cytoplasm'] | ['EBI-357706', 'EBI-745632'] | Activating signal cointegrator  | chain
ASCL1_HUMAN | ['Thyroid carcinoma', 'Brain', 'Lung'] | ['Nucleus'] | ['EBI-769630', 'EBI-533224'] | Achaete-scute homolog  | chain
ASCL2_HUMAN | [] | ['Nucleus'] | ['EBI-769630', 'EBI-533224'] | Achaete-scute homolog  | chain
ASCL3_HUMAN | [] | ['Nucleus'] | ['EBI-769630', 'EBI-533224'] | Achaete-scute homolog  | chain
ASCL4_HUMAN | ['Skin'] | ['Nucleus'] | ['EBI-769630', 'EBI-533224'] | Achaete-scute homolog  | chain
ASCL5_HUMAN | [] | ['Nucleus'] | ['EBI-769630', 'EBI-533224'] | Achaete-scute homolog  | chain
ASC_HUMAN | ['Leukemia', 'Fibroblast', 'Colon mucosa', 'Lymph, Pancreas'] | ['Cytoplasm', 'Endoplasmic reticulum', 'Mitochondrion', 'Nucleus'] | ['EBI-6253193', 'EBI-516580', 'EBI-1220518', 'EBI-6253230', 'EBI-6374418'] | Apoptosis-associated speck-like protein  | chain
ASF1A_HUMAN | ['Umbilical cord blood', 'Brain', 'Placenta', 'Cervix carcinoma', 'Leukemic T-cell'] | ['Nucleus'] | ['EBI-78473'] | Histone chaperone ASF1A  | chain
ASF1B_HUMAN | ['Teratocarcinoma', 'Testis, Uterus', 'Cervix carcinoma'] | ['Nucleus'] | ['EBI-78473'] | Histone chaperone ASF1B  | chain
ASGL1_HUMAN | ['Testis', 'Corpus callosum', 'Eye, Lung, Skin'] | ['Cytoplasm'] | ['EBI-78473'] |  | chain
ASGR1_HUMAN | ['Liver', 'Liver', 'Liver'] | ['Membrane', 'Secreted'] | ['EBI-1057080'] | Asialoglycoprotein receptor  | chain
ASGR2_HUMAN | ['Liver', 'Liver', 'Plasma', 'Liver'] | ['Membrane'] | ['EBI-1057080'] | Asialoglycoprotein receptor  | chain
ASH1L_HUMAN | ['Brain', 'Brain', 'Lung adenocarcinoma', 'Cervix carcinoma', 'Cervix carcinoma'] | ['Nucleus', 'Cell junction', 'Tight junction', 'Chromosome'] | ['EBI-1057080'] | Histone-lysine N-methyltransferase ASH1L  | chain
ASH2L_HUMAN | ['Fetal brain', 'Skin', 'Cervix carcinoma'] | ['Nucleus'] | ['EBI-1169146', 'EBI-744973', 'EBI-447295', 'EBI-396176', 'EBI-78670', 'EBI-592823', 'EBI-366083'] | Set1/Ash2 histone methyltransferase  | chain
ASHWN_HUMAN | ['Trachea', 'Placenta', 'Cervix carcinoma', 'Cervix carcinoma', 'Leukemic T-cell', 'Cervix carcinoma'] | [] | ['EBI-1169146', 'EBI-744973', 'EBI-447295', 'EBI-396176', 'EBI-78670', 'EBI-592823', 'EBI-366083'] |  | chain
ASIC1_HUMAN | ['Brain', 'Spinal ganglion', 'Ovary'] | ['Cell membrane'] | ['EBI-79165'] | Acid-sensing ion channel  | chain
ASIC2_HUMAN | ['Brain', 'Brain', 'Frontal cortex', 'Amygdala', 'Brain'] | ['Cell membrane'] | ['EBI-79165'] | Acid-sensing ion channel  | chain
ASIC3_HUMAN | ['Testis', 'Embryo', 'Fetal brain', 'Brain', 'Brain'] | ['Cell membrane', 'Cytoplasm'] | ['EBI-79165'] | Acid-sensing ion channel  | chain
ASIC4_HUMAN | ['Pituitary', 'Brain'] | ['Membrane'] | ['EBI-79165'] | Acid-sensing ion channel  | chain
ASIC5_HUMAN | ['Small intestine'] | ['Cell membrane'] | ['EBI-79165'] | Acid-sensing ion channel  | chain
ASIP_HUMAN | [] | ['Secreted'] | ['EBI-79165'] |  | signal peptide
ASM3A_HUMAN | ['Synovium', 'Placenta', 'Liver'] | ['Secreted'] | ['EBI-79165'] | Acid sphingomyelinase-like phosphodiesterase  | signal peptide
ASM3B_HUMAN | ['Trachea', 'Colon'] | ['Secreted'] | ['EBI-79165'] | Acid sphingomyelinase-like phosphodiesterase  | signal peptide
ASML_HUMAN | ['Bone marrow, Colon, Fetal brain, Pancreas, Placenta', 'Adrenal gland, Testis', 'Colon adenocarcinoma', 'Cervix carcinoma', 'Cervix carcinoma', 'Cervix carcinoma', 'Liver', 'Leukemic T-cell', 'Cervix carcinoma'] | [] | ['EBI-79165'] | N-acetylserotonin O-methyltransferase-like protein  | chain
